FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,4690,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7507,0,0,0,0,0,32,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,7,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,21887,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3062,0,0,0,0,0,10,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,7700000,2,107,1.6984126984127,2.20573077715935E-07,1.38961038961039E-05,0,813638,2,21,0,0,0,7,0,13.9,28607,7,0,107,-7,0.5,0,4.2,13,0,5,0,7,27.3,1669787,0,416,0,3,1378,18565,0,0,405,Swansea,Chelsea,Hull City,Tottenham,Leicester,1.2,0.9,0.8,1,0.9,0.8,1.8,0.8,1.3,1.3,0.8,0.8,1.1,0.9,1.2,0.8,1.3
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,8044,0,0,0,0,0,0,0,0.2,17,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1297,0,72,0,0,13,7,0,0,3,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6600000,0,28,0.444444444444444,6.73400673400673E-08,4.24242424242424E-06,0,528879,1,2,0,0,0,1,0,4.2,683,-4,0,28,4,0,1,0,4,0,4,0,1,3.6,302382,0,519,0,0,595,32,0,0,93,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6300000,9,60,0.952380952380952,1.51171579743008E-07,9.52380952380952E-06,0,30114,3,25,0,0,0,4,0,9.5,337,-2,0,60,2,0.4,0,2.8,7,0,5,0,0,0.3,36484,0,381,0,1,1233,1279,0,0,282,Middlesbrough,Man City,Southampton,West Brom,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,2,13,0.206349206349206,4.3904086457278E-08,2.76595744680851E-06,0,1211,2,14,0,0,0,0,0,2.8,56,-3,0,13,3,0.5,0,2.5,0,0,0,0,1,0,1264,0,58,0,0,488,28,0,0,66,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Grant,Leadbitter,MID,MID,4700000,3,15,0.238095238095238,5.06585612968592E-08,3.19148936170213E-06,0,883,0,2,0,0,0,1,0,3.2,32,-3,0,15,3,0.6,0,3,0,0,2,0,0,0,1267,0,0,0,0,234,43,0,0,51,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,28,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Ledley,MID,CRY,4400000,1,36,0.571428571428571,1.2987012987013E-07,8.18181818181818E-06,0,34003,1,22,0,0,0,1,0,8.2,243,-1,0,36,1,0.2,0,0.8,1,0,2,0,1,0.5,25541,0,121,0,0,1062,236,0,0,182,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,1,22,0.349206349206349,8.12107788851975E-08,5.11627906976744E-06,0,15390,0,9,0,0,0,0,0,5.1,87,-2,0,22,2,0.1,0,0.5,0,0,2,0,1,0.2,14124,0,56,0,0,407,59,0,0,91,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.142857142857143,3.40136054421769E-08,2.14285714285714E-06,0,36219,0,2,0,0,0,0,0,2.1,980,-3,0,9,3,0,0,0.2,0,0,0,0,1,0.7,46205,0,28,0,0,95,613,0,0,33,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,65325,0,0,0,0,0,0,0,0,860,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,67302,0,0,0,0,0,552,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,EVE,5500000,0,21,0.333333333333333,6.06060606060606E-08,3.81818181818182E-06,0,13246,0,5,0,0,0,0,0,3.8,140,-5,0,21,5,0.3,0,1.6,0,0,2,0,1,0.2,3514,0,278,0,0,491,44,0,0,99,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,2490,0,1,0,0,0,0,0,0.3,4,-1,0,2,1,0,0,0,0,0,0,0,0,0,197,0,180,0,0,69,1,0,0,12,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,48,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,5600000,0,27,0.428571428571429,7.6530612244898E-08,4.82142857142857E-06,0,45951,1,7,0,0,0,0,0,4.8,378,-4,0,27,4,0.3,0,1.8,0,0,4,0,2,0.4,18524,0,318,0,0,633,113,0,0,108,Stoke,Hull City,Leicester,Watford,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,1,46,2.2,4.58333333333333E-07,9.58333333333333E-06,0,6983,3,41,0,0,0,1,0,9.6,168,-2,0,46,2,0.4,0,1.8,2,0,2,0,1,0.1,6091,0,0,0,0,1669,40,0,1,288,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,1.1,1.4,1.2,1.1,2.5,1.5,1.7,1.1,1.6,1.9,1.1,1.3,2.2,1.1,2.6,1.3,1.5
Fernando,Llorente,FWD,SWA,6100000,2,66,3.7,6.0655737704918E-07,1.08196721311475E-05,0,344923,1,37,0,0,0,6,0,10.8,5680,-4,0,66,4,0.4,0,2.3,7,0,2,0,2,3,347313,0,0,0,2,1272,2458,0,0,234,Liverpool,Southampton,Man City,Leicester,Chelsea,3.9,4.4,4.1,4.9,2.9,5.1,4.7,3.5,3.9,4.2,4,3.7,4,3.7,4,4,4.3
Hugo,Lloris,GLK,TOT,5500000,6,76,4,7.27272727272727E-07,1.38181818181818E-05,0,267180,0,13,0,37,0,0,0,13.8,3900,0,0,76,0,0.7,0,3.6,2,0,8,0,0,7.3,221204,0,419,0,0,1654,2267,0,0,346,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,3.6,2.9,5.2,4.3,5.6,5.2,4.3,6,2.7,3.9,5.3,5.9,2.6,5.8,4.4,4.1,3.9
Ruben,Loftus-Cheek,MID,CHE,5100000,1,2,0.0317460317460317,6.22471210706505E-09,3.92156862745098E-07,0,3896,0,0,0,0,0,0,0,0.4,9,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.1,389,0,68,0,0,16,3,0,0,7,Hull City,Liverpool,Arsenal,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,32619,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4835,0,0,0,0,0,44,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,3929,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7201,0,0,0,0,0,98,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,2,25,1.5,2.45901639344262E-07,4.09836065573771E-06,0,456078,2,13,0,0,0,1,0,4.1,741,-4,0,25,4,0.4,0,2.2,1,0,1,0,0,3,69665,0,435,0,0,650,571,0,0,77,Leicester,Swansea,West Ham,Sunderland,Arsenal,1.5,1.1,1.4,0.8,1,0.8,1,0.8,1.3,1.4,0.8,1.3,0.8,1.7,0.8,0.8,1.1
Ademola,Lookman,MID,EVE,5500000,6,6,0.0952380952380952,1.73160173160173E-08,1.09090909090909E-06,0,180,0,0,0,0,0,1,0,1.1,105,0,0,6,0,1.1,0,6,0,0,0,0,0,0,1617,0,0,0,0,1,1285,0,0,22,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald,Love,DEF,SUN,4000000,5,19,0.301587301587302,7.53968253968254E-08,4.75E-06,0,131809,1,10,0,0,0,0,0,4.8,2083,0,0,19,0,0.5,0,2,1,0,1,0,1,4.7,282390,0,3,0,0,521,9656,0,0,119,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dejan,Lovren,DEF,LIV,5000000,1,66,3.7,7.4E-07,1.32E-05,0,237877,5,21,0,0,0,2,0,13.2,4379,0,0,66,0,0.8,0,4,4,0,6,0,1,7,388834,0,248,0,0,1575,8591,0,0,362,Swansea,Chelsea,Hull City,Tottenham,Leicester,4.3,4.3,3.7,4.8,2.4,5.2,5.1,3.4,4.5,5.3,4,3.6,4.8,3.3,5.5,4.3,4.5
Matthew,Lowton,DEF,BUR,4500000,8,46,2.4,5.33333333333333E-07,1.02222222222222E-05,0,28233,5,29,0,0,0,0,0,10.2,262,0,0,46,0,0.5,0,2.2,4,0,4,0,1,0.6,34241,0,0,0,0,1710,457,0,0,324,Arsenal,Leicester,Watford,Chelsea,Hull City,1.8,2.4,1.2,2.5,1.4,1.4,1.6,1.2,2.9,3,1.4,1.2,2,1.6,2.8,1.4,3.5
Leiva,Lucas,MID,LIV,4400000,0,12,0.19047619047619,4.32900432900433E-08,2.72727272727273E-06,0,9441,1,7,0,0,0,0,0,2.7,104,-1,0,12,1,0.1,0,0.6,0,0,0,0,0,0.2,9403,0,253,0,0,309,82,0,0,63,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,4874,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5395,0,0,0,0,0,37,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9500000,5,115,5.8,6.10526315789474E-07,1.21052631578947E-05,0,1331265,3,21,0,0,0,12,0,12.1,11177,5,0,115,-5,0.6,0,5.6,19,0,6,0,4,25.5,1989161,0,754,0,2,1736,58472,0,0,427,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,7,6.4,8.7,6.2,8.7,5.4,8.5,8.6,6.5,6.3,8.7,8.7,6.6,7,7.1,8.5,6.2
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3931,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,297,0,3,0,0,0,8,0,0,0,Watford,Crystal Palace,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,4,0,0,0,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,2,20,1.4,3.18181818181818E-07,4.54545454545455E-06,0,1746,3,30,0,0,0,0,0,4.5,31,-1,0,20,1,0.4,0,1.8,0,0,0,0,3,0,2275,0,0,0,0,1008,47,0,0,198,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.7,0.7,1.3,1,1.2,0.7,0.9,0.7,1.5,1,0.7,0.9,1.1,0.9,0.9,0.9,1.1
Riyad,Mahrez,MID,LEI,9000000,0,65,3.3,3.66666666666667E-07,7.22222222222222E-06,0,853330,3,26,0,0,0,3,0,7.2,2836,-5,0,65,5,0.2,1,1.8,4,0,5,0,3,8.4,122412,0,994,0,0,1508,33,0,0,237,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,2.2,3.3,2.6,2.5,3.6,1.6,1.8,3.3,4.7,2.1,2.4,3.1,2.2,4,1.8,3.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0158730158730159,3.52733686067019E-09,2.22222222222222E-07,0,77,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,2,3,0,0,5,Burnley,Watford,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Maja,FWD,SUN,4500000,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,85,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4300000,0,15,0.238095238095238,5.53709856035438E-08,3.48837209302326E-06,0,84966,0,5,0,0,0,1,0,3.5,319,-2,0,15,2,0,0,0,2,0,0,0,1,0.7,88832,0,0,0,1,151,29,0,0,55,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4300000,0,19,0.301587301587302,7.01365817644887E-08,4.41860465116279E-06,0,128079,0,17,0,24,0,0,0,4.4,739,-2,0,19,2,0,0,0,0,0,0,0,0,2.2,42601,0,0,0,0,810,56,0,0,120,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sadio,Mane,MID,LIV,9100000,0,113,5.9,6.48351648351648E-07,1.24175824175824E-05,0,1172739,3,17,0,0,0,9,0,12.4,20201,1,0,113,-1,0.5,0,4.2,8,0,7,0,6,9,915651,0,635,0,2,1655,460,0,0,367,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,6.5,6,7.1,6.6,6,8.9,5.1,8,8.1,5.9,5.8,7.3,6.6,7.9,5.1,8
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,20437,0,0,0,0,0,0,0,0,32,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,899,0,235,0,0,0,5,0,0,0,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,6676,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10083,0,0,0,0,0,52,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4300000,2,12,0.19047619047619,4.4296788482835E-08,2.7906976744186E-06,0,36333,0,13,0,22,0,0,0,2.8,520,-2,0,12,2,0.5,0,2.3,2,0,0,0,0,0.7,21802,0,210,0,0,450,391,0,0,88,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Javier,Manquillo,DEF,SUN,4300000,0,13,0.206349206349206,4.79881875230713E-08,3.02325581395349E-06,0,2126,1,13,0,0,0,0,0,3,12,-2,0,13,2,0.1,0,0.3,0,0,0,0,0,0,2315,0,0,0,0,668,5,0,0,68,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0,0,0,0,60858,0,0,0,0,0,0,0,0,1843,-1,0,0,1,0,0,0,0,0,0,0,0,2.4,86884,0,14,0,0,0,1326,0,0,0,Watford,Crystal Palace,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,14313,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0.3,22087,0,0,0,0,0,10,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,3135,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,8,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,2,50,2.5,5.55555555555556E-07,1.11111111111111E-05,0,49999,6,27,0,0,0,1,0,11.1,668,0,0,50,0,0.5,0,2.2,1,0,5,0,2,0.8,67709,0,0,0,0,1689,349,0,0,235,Arsenal,Leicester,Watford,Chelsea,Hull City,1.2,3.1,1.3,2,1.2,1.3,1.2,1.6,2.2,2.3,1.3,1.2,2.3,1.2,2.5,1.2,2.3
David,Marshall,GLK,HUL,4500000,0,31,2.1,4.66666666666667E-07,6.88888888888889E-06,0,4437,0,37,0,56,0,0,0,6.9,185,0,0,31,0,0.2,0,1,0,0,0,0,0,0.1,6993,1,0,0,0,1350,45,0,0,239,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,1.3,1.1,2.4,2,2.3,1,1.8,1.2,2.7,1.9,1.4,1.8,2,1.8,1.8,1.8,2.1
Anthony,Martial,MID,MUN,9300000,2,48,0.761904761904762,8.19252432155658E-08,5.16129032258064E-06,0,291245,0,7,0,0,0,2,0,5.2,377,-2,0,48,2,0.3,0,2.4,5,0,4,0,3,2.5,100792,0,593,0,1,707,135,0,0,149,Stoke,Hull City,Leicester,Watford,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,0,31,0.492063492063492,1.14433370247324E-07,7.2093023255814E-06,0,38196,0,6,0,0,0,0,0,7.2,1404,-2,0,31,2,0,0,0.2,5,0,3,0,0,0.7,60038,0,203,0,0,592,209,0,0,140,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,2,61,3.4,6.93877551020408E-07,1.24489795918367E-05,0,14914,0,27,0,0,0,1,0,12.4,836,-1,0,61,1,0.7,0,3.5,5,0,6,0,0,0.6,35950,0,0,0,1,1620,593,0,0,333,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,2.9,3.9,3.4,4.1,2.9,3.9,3.2,3.6,2.3,2.5,4.6,4.2,3.5,4.9,3.4,4.5,3.8
Brandon,Mason,DEF,WAT,4000000,0,1,0.0158730158730159,3.96825396825397E-09,2.5E-07,0,610,0,0,0,0,0,0,0,0.3,90,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,2188,0,0,0,0,23,130,0,0,3,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Mason,MID,HUL,4700000,2,25,0.396825396825397,8.44309354947653E-08,5.31914893617021E-06,0,4501,4,27,0,0,0,1,0,5.3,26,-3,0,25,3,0.2,0,0.8,0,0,0,0,0,0,3641,0,147,0,0,907,12,0,0,123,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Arthur,Masuaku,DEF,WHU,4700000,0,11,0.174603174603175,3.71496116176967E-08,2.34042553191489E-06,0,24171,1,18,0,0,0,0,0,2.3,39,-3,0,11,3,0,0,0,1,0,1,0,1,0.1,17703,0,0,0,0,526,3,0,0,131,Middlesbrough,Man City,Southampton,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Mata,MID,MUN,7200000,1,66,4.1,5.69444444444444E-07,9.16666666666667E-06,0,249383,2,10,0,0,0,4,0,9.2,2860,-3,0,66,3,0.5,0,3.4,9,0,6,0,2,2.6,254471,0,586,0,1,985,1575,0,0,303,Stoke,Hull City,Leicester,Watford,Man City,3.8,4.4,4.2,5,3.2,4.6,3.5,4.2,4.3,4.5,4.9,3.4,3.7,4.2,2.9,2.7,4
Nemanja,Matic,MID,CHE,5000000,3,68,3.4,6.8E-07,1.36E-05,0,202036,3,12,0,0,0,0,0,13.6,3470,0,1,68,0,0.5,0,2.3,1,0,11,0,7,4,241109,0,373,0,0,1618,2786,-1,0,351,Hull City,Liverpool,Arsenal,Burnley,Swansea,3.5,1.7,2.4,2.5,3.4,2.2,4,2.6,3.2,2.9,2.4,2.9,3.5,2.4,3.6,2.6,4.7
Joel,Matip,DEF,LIV,5300000,0,40,3.3,6.22641509433962E-07,7.54716981132075E-06,0,123717,1,11,0,0,0,1,0,7.5,1149,-2,0,40,2,0,0,0,1,0,3,0,0,1.8,101419,0,0,0,0,1080,196,0,0,236,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,3.7,3.1,4.1,2,4.5,4.4,2.9,3.9,4.5,3.4,3,4.1,2.8,4.7,3.8,3.9
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,4,0,0,0,5,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,4500000,0,27,0.428571428571429,9.52380952380952E-08,6E-06,0,1215,0,24,0,0,0,1,0,6,105,0,0,27,0,0.7,0,3,4,0,2,0,0,0,2600,1,0,0,1,900,43,0,0,201,Liverpool,Southampton,Man City,Leicester,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dieumerci,Mbokani,FWD,HUL,5500000,0,23,0.365079365079365,6.63780663780664E-08,4.18181818181818E-06,0,7050,0,15,0,0,0,0,0,4.2,75,0,0,23,0,0.3,0,1.5,0,0,2,0,2,0,7683,0,0,0,0,679,9,0,0,33,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,McArthur,MID,CRY,4800000,2,68,4.3,8.95833333333333E-07,1.41666666666667E-05,0,147259,4,25,0,0,0,5,0,14.2,1700,-2,0,68,2,0.1,0,0.5,8,0,1,0,2,1.4,192617,0,282,0,1,1318,2358,0,0,262,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,3.7,6.2,4,4.9,4,4.2,5.4,3.2,3.8,3.4,5.6,2.6,6,3.4,4.8,4.3
Gareth,McAuley,DEF,WBA,4900000,-3,69,3.3,6.73469387755102E-07,1.40816326530612E-05,0,461381,4,28,0,0,0,4,0,14.1,19896,4,0,69,-4,0.4,0,2,5,0,3,0,0,27.6,1119927,1,339,0,2,1890,4781,0,0,311,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,3.6,3.1,4.2,3.9,4.5,4,2.6,4.4,2.4,2.9,4.7,4.5,2.9,3.4,2.2,3.6,3.2
Oliver,McBurnie,FWD,SWA,4500000,1,4,0.0634920634920635,1.41093474426808E-08,8.88888888888889E-07,0,4754,0,2,0,0,0,0,0,0.9,39,0,0,4,0,0.1,0,0.5,0,0,0,0,0,0.1,5895,0,0,0,0,66,60,0,0,14,Liverpool,Southampton,Man City,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4300000,0,0,0,0,0,0,5252,0,0,0,0,0,0,0,0,28,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,687,0,82,0,0,0,5,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
