FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,35,-2,0,0,2,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,48,0,0,0,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7300000,0,0,0,0,0,0,3341,0,0,0,0,0,0,0,0,136,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1852,0,164,0,0,0,292,0,0,0,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4300000,0,29,1.9,4.41860465116279E-07,6.74418604651163E-06,0,34737,2,22,0,0,0,0,0,6.7,868,-2,0,29,2,0.3,0,1.3,1,0,3,0,0,0.6,21732,1,432,0,0,1195,915,0,0,184,Watford,Sunderland,Man Utd,Everton,West Brom,1.6,1.5,1.3,1.4,1.1,1.1,1,1.4,1,1,1.2,1,1,1.4,1.2,1.2,1,1,1
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18181818181818E-07,3.27272727272727E-06,0,50132,1,6,0,0,0,2,0,3.2,178,-5,1,18,5,0,0,0,0,0,0,0,0,0.3,14207,0,225,0,0,412,39,-1,0,59,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,1.9,2,1.9,2.1,2.1,1.4,1.7,1.9,2.6,1.8,2.7,2,2.7,1.7
Georginio,Wijnaldum,MID,LIV,7500000,11,56,0.982456140350877,1.30994152046784E-07,7.46666666666667E-06,0,121165,1,19,0,0,0,2,0,7.5,495,-5,0,56,5,0.5,0,3.8,3,0,5,0,2,1.3,20021,0,630,0,0,1376,1921,0,0,273,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Ashley,Williams,DEF,EVE,4900000,1,55,3.1,6.3265306122449E-07,1.12244897959184E-05,0,240990,2,21,0,0,0,1,0,11.2,14914,-1,0,55,1,0.8,0,4,5,0,4,0,0,8,254248,0,487,0,1,1540,14957,0,0,339,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,4.1,3.4,3.2,3.4,4.1,2.7,3.4,2.5,3.6,3.9,3.2,2.1,3.2,3.9,3.6,3.2,2.7,3.5,3.8
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,1,0,0,0,16,0,0,0,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7100000,15,64,1.12280701754386,1.58141833456882E-07,9.01408450704225E-06,0,382324,2,10,0,0,0,5,0,9,6464,-4,0,64,4,0.8,0,5.7,8,0,5,0,1,4.2,172627,0,512,0,3,896,29613,0,0,261,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1
Jack,Wilshere,MID,BOU,5900000,3,36,2.1,3.55932203389831E-07,6.10169491525424E-06,0,61329,4,21,0,0,0,0,0,6.1,2785,-1,0,36,1,0.5,0,2.7,2,0,5,0,1,0.7,72381,0,18,0,0,1202,1252,0,0,164,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,1.1,2.1,1.5,1,1.3,1,1.1,1.6,1.8,1,1,1.3,1,1.9,1.5,1.7,2.5,1.1
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3168,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.1,530,0,1,0,0,0,21,0,0,0,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,10449,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20435,0,0,0,0,0,304,0,0,0,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4600000,2,2,0.0350877192982456,7.627765064836E-09,4.34782608695652E-07,0,6273,1,4,0,0,0,0,0,0.4,85,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.1,2160,1,131,0,0,270,93,0,0,27,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,1,19,0.333333333333333,7.40740740740741E-08,4.22222222222222E-06,0,3316,0,4,0,0,0,1,0,4.2,380,0,0,19,0,0.3,0,1.2,0,0,0,0,0,0.1,5500,0,0,0,0,318,194,0,0,84,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,43082,1,5,0,0,0,0,0,0.2,76,0,0,1,0,0,0,0,0,0,0,0,0,0.2,772,0,330,0,0,180,7,0,0,23,Watford,Sunderland,Man Utd,Everton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Woodburn,MID,LIV,4300000,0,1,0.0175438596491228,4.07996736026112E-09,2.32558139534884E-07,0,406,0,0,0,0,0,0,0,0.2,56,-2,0,1,2,0,0,0,0,0,0,0,0,0,654,0,0,0,0,1,67,0,0,3,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,4417,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8094,0,0,0,0,0,116,0,0,0,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5200000,3,34,0.596491228070175,1.14709851551957E-07,6.53846153846154E-06,0,231717,2,12,0,0,0,1,0,6.5,2062,-3,0,34,3,0.4,0,2.3,2,0,4,0,0,2.8,75699,0,0,0,0,1139,2092,0,1,218,Bournemouth,Swansea,Burnley,Watford,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Claudio,Yacob,MID,WBA,4400000,2,32,1.8,4.09090909090909E-07,7.27272727272727E-06,0,8747,6,19,0,0,0,0,0,7.3,302,-1,0,32,1,0.4,0,1.8,0,0,3,0,0,0.2,6369,0,286,0,0,1553,500,0,0,199,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,1.3,0.9,2,1.1,1.2,0.9,1.4,1.1,0.9,0.9,1,1.1,1.2,0.9,0.9,1.7,0.9,0.9,1
,Yaya Toure,MID,MCI,7300000,2,36,0.631578947368421,8.65176640230714E-08,4.93150684931507E-06,0,119943,1,6,0,0,0,3,0,4.9,4628,-7,0,36,7,0.4,0,3.2,6,0,2,0,0,1.4,96461,0,525,0,2,586,8144,0,0,157,Burnley,Everton,Tottenham,West Ham,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,13861,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,409,0,227,0,0,0,7,0,0,0,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4200000,1,8,0.140350877192982,3.34168755221387E-08,1.9047619047619E-06,0,12385,1,6,0,0,0,0,0,1.9,407,-3,0,8,3,0.1,0,0.5,0,0,0,0,1,0.3,5809,0,152,0,0,360,1113,0,0,69,Everton,Burnley,Leicester,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Young,MID,MUN,5100000,0,6,0.105263157894737,2.06398348813209E-08,1.17647058823529E-06,0,3208,1,3,0,0,0,0,0,1.2,46,-4,0,6,4,0,0,0,0,0,1,0,0,0.1,1131,0,178,0,0,237,22,0,0,41,West Ham,Liverpool,Stoke,Hull City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pablo,Zabaleta,DEF,MCI,4700000,3,27,0.473684210526316,1.00783874580067E-07,5.74468085106383E-06,0,67049,2,12,0,0,0,1,0,5.7,1388,-3,0,27,3,0.6,0,3,4,0,1,0,0,1.3,40867,0,152,0,1,738,5783,0,0,140,Burnley,Everton,Tottenham,West Ham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,5800000,2,79,4.4,7.58620689655172E-07,1.36206896551724E-05,0,269034,4,32,0,0,0,3,0,13.6,56073,3,0,79,-3,0.7,0,4.3,8,0,1,0,8,12.3,668543,0,353,0,2,1555,47620,0,0,277,Swansea,West Ham,Everton,Bournemouth,Sunderland,4.8,3.6,4.9,3.9,6.4,4.4,5,4.3,4.2,5.4,3.5,4.1,3.4,5.9,2.7,6.1,3.6,4.8,4.4
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.16666666666667E-07,1.66666666666667E-06,0,43837,2,14,0,0,0,0,0,1.7,112,-10,0,10,10,0,0,0,0,0,2,0,0,0.1,44031,0,0,0,0,459,39,0,0,21,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0.6,1,0.6,0.9,0.6,0.7,0.6,1.3,0.9,0.6,1.2,0.6,0.9,0.6,0.9,1,0.6
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.298245614035088,6.77830940988836E-08,3.86363636363636E-06,0,13496,0,16,0,18,0,0,0,3.9,745,-1,0,17,1,0.2,0,0.8,0,0,1,0,0,0.3,12960,0,0,0,0,754,50,0,0,119,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2339,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,1,0,0,0,Burnley,Everton,Tottenham,West Ham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,CHE,5300000,0,0,0,0,0,0,6797,0,0,0,0,0,0,0,0,101,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1410,0,185,0,0,0,54,0,0,0,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Zuniga,DEF,WAT,4300000,0,32,0.56140350877193,1.30558955528356E-07,7.44186046511628E-06,0,88417,1,13,0,0,0,1,0,7.4,6879,-2,0,32,2,0.2,0,1,2,0,1,0,1,1.8,119867,0,0,0,1,708,1901,0,0,153,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
